Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Age,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FD,9.8,Regular,0.056339618,snacks_breakfast_type,84.2908,36,High,Tier 3,Supermarket Type1,755.0172
NC,19.5,Low Fat,0.014262413,others,57.1614,36,High,Tier 3,Supermarket Type1,331.5684
DR,16.2,Low Fat,0.03338006,Drinks,74.0696,26,Small,Tier 1,Supermarket Type1,1416.8224
FD,17.6,Regular,0.016024651,snacks_breakfast_type,44.0402,19,Small,Tier 2,Supermarket Type1,597.2226
FD,13.6,Low Fat,0.11830085,snacks_breakfast_type,196.2136,16,not_mentioned,Tier 2,Supermarket Type1,1944.136
NC,18.85,Low Fat,0.167552202,others,193.1136,19,Small,Tier 2,Supermarket Type1,2332.9632
FD,15.1,Regular,0.067181098,snacks_breakfast_type,258.8304,24,Medium,Tier 1,Supermarket Type1,5424.9384
NC,17.35,Low Fat,0.0,others,79.2618,14,Medium,Tier 3,Supermarket Type2,966.7416
FD,15.7,Regular,0.0,others,169.879,38,Small,Tier 1,Grocery Store,339.558
FD,20.7,Low Fat,0.021431134,Baking Goods,157.0288,26,Small,Tier 1,Supermarket Type1,2199.8032
FD,13.5,Regular,0.068256316,Dairy,60.9562,16,not_mentioned,Tier 2,Supermarket Type1,533.3058
NC,11.0,Low Fat,0.0,others,40.348,38,Small,Tier 1,Grocery Store,79.896
FD,9.6,Regular,0.014143673,snacks_breakfast_type,187.3872,38,Medium,Tier 3,Supermarket Type3,2836.308
FD,13.1,Low Fat,0.075563757,Dairy,168.1158,19,Small,Tier 2,Supermarket Type1,2005.3896
FD,12.15,Low Fat,0.018439138,Frozen Foods,254.7698,24,Medium,Tier 1,Supermarket Type1,5073.396
FD,16.7,Regular,0.074620291,Dairy,120.1782,38,Small,Tier 1,Grocery Store,357.5346
FD,19.6,Regular,0.041370245,Frozen Foods,46.2376,38,Medium,Tier 3,Supermarket Type3,814.9392
FD,12.0,Regular,0.020312314,Meat,98.1042,38,Medium,Tier 3,Supermarket Type3,2777.7176
FD,17.75,Low Fat,0.128532558,others,34.2216,38,Small,Tier 1,Grocery Store,173.108
FD,15.1,Low Fat,0.055195461,Fruits and Vegetables,216.1166,19,Small,Tier 2,Supermarket Type1,5007.4818
FD,16.7,Low Fat,0.022065676,Dairy,110.5886,26,Small,Tier 1,Supermarket Type1,1556.6404
NC,14.65,Low Fat,0.011212719,others,55.6614,21,not_mentioned,Tier 2,Supermarket Type1,1049.9666
FD,13.3,Low Fat,0.063925726,Frozen Foods,151.8708,16,not_mentioned,Tier 2,Supermarket Type1,1655.1788
NC,20.1,Low Fat,0.034848629,others,118.6782,16,not_mentioned,Tier 2,Supermarket Type1,2502.7422
FD,14.3,Regular,0.0,Fruits and Vegetables,89.8856,14,Medium,Tier 3,Supermarket Type2,1406.1696
FD,7.42,Low Fat,0.02050719,snacks_breakfast_type,249.7092,16,not_mentioned,Tier 2,Supermarket Type1,7719.2852
FD,9.8,Low Fat,0.025960174,snacks_breakfast_type,214.885,38,Medium,Tier 3,Supermarket Type3,4976.855
DR,9.5,Low Fat,0.085020342,Drinks,188.7872,36,High,Tier 3,Supermarket Type1,1701.7848
FD,7.075,Low Fat,0.097660814,Dairy,141.8128,25,not_mentioned,Tier 3,Grocery Store,143.8128
FD,7.56,Low Fat,0.111654545,Frozen Foods,157.063,38,Small,Tier 1,Grocery Store,312.926
FD,7.96,Low Fat,0.0,others,160.7894,16,not_mentioned,Tier 2,Supermarket Type1,3235.788
DR,6.135,Low Fat,0.115265695,Drinks,160.5236,21,not_mentioned,Tier 2,Supermarket Type1,2094.6068
FD,14.6,Regular,0.043133816,Fruits and Vegetables,109.7254,14,Medium,Tier 3,Supermarket Type2,651.1524
FD,14.3,Regular,0.049676157,Meat,212.4586,26,Small,Tier 1,Supermarket Type1,3799.0548
NC,8.43,Low Fat,0.176834351,others,172.1422,38,Medium,Tier 3,Supermarket Type3,5000.8238
FD,7.76,Low Fat,0.103918113,snacks_breakfast_type,100.67,38,Small,Tier 1,Grocery Store,399.48
FD,8.315,Regular,0.035644325,Baking Goods,147.1444,21,not_mentioned,Tier 2,Supermarket Type1,870.8664
DR,10.1,Low Fat,0.279783532,Drinks,241.8512,25,not_mentioned,Tier 3,Grocery Store,484.7024
FD,9.895,Regular,0.048738014,Frozen Foods,262.1278,24,Medium,Tier 1,Supermarket Type1,3904.917
FD,11.5,Regular,0.020686161,Dairy,85.054,16,not_mentioned,Tier 2,Supermarket Type1,1731.08
FD,18.25,Low Fat,0.079342006,Frozen Foods,226.0062,24,Medium,Tier 1,Supermarket Type1,1805.6496
FD,4.635,Low Fat,0.140889111,snacks_breakfast_type,127.0994,26,Small,Tier 1,Supermarket Type1,1927.491
FD,18.5,Regular,0.062245149,Frozen Foods,145.8418,19,Small,Tier 2,Supermarket Type1,5591.3884
FD,5.365,Regular,0.140811559,others,173.5764,14,Medium,Tier 3,Supermarket Type2,2061.3168
NC,6.095,Low Fat,0.08152738,others,140.3154,14,Medium,Tier 3,Supermarket Type2,1843.6002
NC,20.0,Low Fat,0.058198141,others,110.4544,38,Medium,Tier 3,Supermarket Type3,4250.4672
FD,16.75,Low Fat,0.081446638,Fruits and Vegetables,257.0988,24,Medium,Tier 1,Supermarket Type1,6424.97
FD,21.25,Low Fat,0.019462623,snacks_breakfast_type,120.8756,21,not_mentioned,Tier 2,Supermarket Type1,1575.2828
NC,16.0,Low Fat,0.072317217,others,230.2668,38,Medium,Tier 3,Supermarket Type3,8062.838
FD,12.1,Low Fat,0.020684919,snacks_breakfast_type,148.5734,16,not_mentioned,Tier 2,Supermarket Type1,1336.2606
FD,15.1,Low Fat,0.087604871,Meat,242.2512,25,not_mentioned,Tier 3,Grocery Store,484.7024
FD,8.6,Regular,0.0,snacks_breakfast_type,131.531,24,Medium,Tier 1,Supermarket Type1,2466.789
DR,17.6,Low Fat,0.041681059,Drinks,164.2526,24,Medium,Tier 1,Supermarket Type1,1315.6208
NC,15.35,Low Fat,0.015676231,others,144.047,26,Small,Tier 1,Supermarket Type1,286.294
DR,8.26,Low Fat,0.034397781,Drinks,115.7834,19,Small,Tier 2,Supermarket Type1,2073.3012
NC,6.57,Low Fat,0.096880574,others,191.482,26,Small,Tier 1,Supermarket Type1,5020.132
FD,11.6,Low Fat,0.017817285,others,177.0686,14,Medium,Tier 3,Supermarket Type2,1422.1488
FD,20.35,Regular,0.014909465,Fruits and Vegetables,232.3958,16,not_mentioned,Tier 2,Supermarket Type1,6076.0908
NC,12.15,Low Fat,0.0,others,254.904,26,Small,Tier 1,Supermarket Type1,4048.064
FD,17.35,Regular,0.041439718,Frozen Foods,93.7804,36,High,Tier 3,Supermarket Type1,2848.2924
FD,7.0,Low Fat,0.151405587,others,107.728,26,Small,Tier 1,Supermarket Type1,2024.032
FD,8.5,Low Fat,0.097803261,others,50.5324,36,High,Tier 3,Supermarket Type1,882.8508
NC,20.2,Low Fat,0.196659953,others,125.8046,38,Small,Tier 1,Grocery Store,249.0092
FD,14.5,Regular,0.041313203,others,42.0454,24,Medium,Tier 1,Supermarket Type1,377.5086
FD,9.195,Regular,0.130657442,Meat,106.4596,25,not_mentioned,Tier 3,Grocery Store,215.7192
FD,17.75,Regular,0.029700018,Fruits and Vegetables,140.3838,24,Medium,Tier 1,Supermarket Type1,1404.838
FD,8.775,Low Fat,0.0,Fruits and Vegetables,111.3228,24,Medium,Tier 1,Supermarket Type1,1436.7964
FD,16.7,Regular,0.070312473,Baking Goods,189.6214,16,not_mentioned,Tier 2,Supermarket Type1,2826.321
FD,15.2,Low Fat,0.019064377,snacks_breakfast_type,238.2248,24,Medium,Tier 1,Supermarket Type1,3555.372
FD,20.5,Low Fat,0.020605032,Fruits and Vegetables,91.083,26,Small,Tier 1,Supermarket Type1,539.298
NC,8.6,Low Fat,0.0,others,115.2176,38,Medium,Tier 3,Supermarket Type3,1030.6584
NC,5.21,Low Fat,0.011072173,others,257.8962,16,not_mentioned,Tier 2,Supermarket Type1,4402.9354
FD,10.3,Regular,0.0,Fruits and Vegetables,115.7176,16,not_mentioned,Tier 2,Supermarket Type1,1717.764
FD,18.25,Low Fat,0.060342304,Starchy Foods,165.9526,24,Medium,Tier 1,Supermarket Type1,1644.526
NC,21.25,Low Fat,0.113833823,others,232.83,21,not_mentioned,Tier 2,Supermarket Type1,1398.18
NC,8.6,Low Fat,0.032615377,others,142.9154,19,Small,Tier 2,Supermarket Type1,992.7078
FD,10.3,Regular,0.024935297,Baking Goods,172.0422,24,Medium,Tier 1,Supermarket Type1,3966.1706
FD,9.5,Low Fat,0.074345268,snacks_breakfast_type,251.9724,26,Small,Tier 1,Supermarket Type1,3523.4136
DR,9.3,Low Fat,0.042283454,Drinks,125.4388,19,Small,Tier 2,Supermarket Type1,3715.164
FD,9.195,Regular,0.047387144,Frozen Foods,50.8666,16,not_mentioned,Tier 2,Supermarket Type1,871.5322
NC,7.68,Low Fat,0.152865879,others,84.9224,21,not_mentioned,Tier 2,Supermarket Type1,1619.2256
NC,12.35,Low Fat,0.163148041,others,116.6124,38,Medium,Tier 3,Supermarket Type3,3199.8348
DR,12.1,Low Fat,0.02984176,Drinks,144.4444,21,not_mentioned,Tier 2,Supermarket Type1,3628.61
FD,11.6,Low Fat,0.038511676,Dairy,57.7272,19,Small,Tier 2,Supermarket Type1,503.3448
FD,9.695,Regular,0.047622786,Frozen Foods,246.2144,14,Medium,Tier 3,Supermarket Type2,3675.216
FD,12.0,Low Fat,0.07554831,Baking Goods,121.9388,26,Small,Tier 1,Supermarket Type1,3219.8088
FD,19.0,Low Fat,0.067447572,snacks_breakfast_type,132.9626,26,Small,Tier 1,Supermarket Type1,1967.439
FD,6.38,Low Fat,0.03187163,Dairy,179.5344,36,High,Tier 3,Supermarket Type1,4103.9912
FD,20.5,Regular,0.112638016,Fruits and Vegetables,195.5478,21,not_mentioned,Tier 2,Supermarket Type1,3874.956
FD,20.85,Regular,0.056192276,snacks_breakfast_type,103.1648,38,Medium,Tier 3,Supermarket Type3,1973.4312
FD,5.695,Regular,0.06797671,snacks_breakfast_type,257.4988,14,Medium,Tier 3,Supermarket Type2,3083.9856
FD,19.2,Regular,0.142189843,others,153.8314,25,not_mentioned,Tier 3,Grocery Store,155.1314
FD,20.35,Regular,0.014813268,Fruits and Vegetables,234.9958,36,High,Tier 3,Supermarket Type1,5842.395
NC,9.195,Low Fat,0.080442371,others,107.7622,25,not_mentioned,Tier 3,Grocery Store,105.8622
DR,17.85,Low Fat,0.03781972,Drinks,191.6188,19,Small,Tier 2,Supermarket Type1,2475.4444
FD,4.79,Low Fat,0.092145264,snacks_breakfast_type,120.7098,38,Medium,Tier 3,Supermarket Type3,3735.8038
NC,14.6,Low Fat,0.025702994,others,199.9084,26,Small,Tier 1,Supermarket Type1,2380.9008
FD,10.195,Regular,0.012483408,Meat,195.411,21,not_mentioned,Tier 2,Supermarket Type1,2749.754
FD,17.85,Low Fat,0.0,Frozen Foods,148.005,14,Medium,Tier 3,Supermarket Type2,898.83
NC,7.5,Low Fat,0.036204764,others,176.1028,36,High,Tier 3,Supermarket Type1,1948.1308
NC,6.59,Low Fat,0.026238087,others,121.6098,21,not_mentioned,Tier 2,Supermarket Type1,2410.196
FD,10.895,Low Fat,0.137584599,Dairy,262.2568,16,not_mentioned,Tier 2,Supermarket Type1,3954.852
FD,12.5,Low Fat,0.080741927,Meat,220.8798,38,Medium,Tier 3,Supermarket Type3,6170.6344
NC,14.6,Low Fat,0.059741172,others,179.6976,16,not_mentioned,Tier 2,Supermarket Type1,5070.7328
FD,15.7,Regular,0.214423791,Fruits and Vegetables,111.6544,38,Small,Tier 1,Grocery Store,335.5632
FD,9.6,Low Fat,0.051677051,snacks_breakfast_type,258.062,14,Medium,Tier 3,Supermarket Type2,2856.282
FD,12.6,Low Fat,0.168455549,snacks_breakfast_type,211.0612,38,Small,Tier 1,Grocery Store,418.1224
FD,10.3,Regular,0.0,Fruits and Vegetables,189.053,21,not_mentioned,Tier 2,Supermarket Type1,5313.084
FD,17.0,Regular,0.016055615,snacks_breakfast_type,228.4352,16,not_mentioned,Tier 2,Supermarket Type1,8245.2672
FD,8.645,Low Fat,0.021619564,others,50.6982,24,Medium,Tier 1,Supermarket Type1,736.3748
FD,16.0,Regular,0.173027688,snacks_breakfast_type,155.2972,24,Medium,Tier 1,Supermarket Type1,3583.3356
FD,6.155,Regular,0.095045476,Meat,213.456,14,Medium,Tier 3,Supermarket Type2,2556.672
FD,13.85,Regular,0.025891588,Frozen Foods,165.121,19,Small,Tier 2,Supermarket Type1,2936.178
FD,20.2,Regular,0.205484395,Baking Goods,198.011,38,Small,Tier 1,Grocery Store,392.822
FD,13.1,Low Fat,0.037793818,Fruits and Vegetables,173.8054,16,not_mentioned,Tier 2,Supermarket Type1,2801.6864
NC,14.6,Low Fat,0.045002624,others,196.5084,38,Small,Tier 1,Grocery Store,198.4084
DR,11.8,Low Fat,0.054460571,Drinks,77.0012,16,not_mentioned,Tier 2,Supermarket Type1,2277.036
FD,15.5,Regular,0.075736746,Baking Goods,265.5568,19,Small,Tier 2,Supermarket Type1,4482.1656
NC,14.15,Low Fat,0.014719325,others,196.911,25,not_mentioned,Tier 3,Grocery Store,392.822
NC,17.1,Low Fat,0.066828857,others,114.186,38,Medium,Tier 3,Supermarket Type3,1924.162
FD,17.7,Regular,0.23653561,Starchy Foods,184.1924,38,Small,Tier 1,Grocery Store,185.0924
FD,20.7,Low Fat,0.04903471,Fruits and Vegetables,39.9506,16,not_mentioned,Tier 2,Supermarket Type1,872.8638
FD,15.2,Low Fat,0.035497039,others,216.7824,25,not_mentioned,Tier 3,Grocery Store,436.7648
NC,11.5,Low Fat,0.017638893,others,132.7626,19,Small,Tier 2,Supermarket Type1,2885.5772
FD,21.25,Low Fat,0.01945343,snacks_breakfast_type,120.8756,24,Medium,Tier 1,Supermarket Type1,1454.1072
FD,14.1,Low Fat,0.11326743,Baking Goods,54.5956,26,Small,Tier 1,Supermarket Type1,1037.3164
DR,9.395,Regular,0.109713464,Drinks,41.3112,16,not_mentioned,Tier 2,Supermarket Type1,255.6672
FD,8.98,Regular,0.0,Frozen Foods,130.531,38,Medium,Tier 3,Supermarket Type3,5582.733
FD,7.895,Regular,0.094952408,snacks_breakfast_type,101.1332,14,Medium,Tier 3,Supermarket Type2,1332.9316
NC,14.0,Low Fat,0.029026218,others,131.331,16,not_mentioned,Tier 2,Supermarket Type1,3635.268
FD,5.365,Regular,0.140123575,others,172.0764,36,High,Tier 3,Supermarket Type1,2748.4224
FD,16.35,Low Fat,0.03272295,Meat,165.7842,16,not_mentioned,Tier 2,Supermarket Type1,1823.6262
NC,15.75,Low Fat,0.135836828,others,100.37,16,not_mentioned,Tier 2,Supermarket Type1,1298.31
NC,7.5,Low Fat,0.036382524,others,177.9028,14,Medium,Tier 3,Supermarket Type2,1416.8224
FD,14.8,Low Fat,0.0,Meat,189.3846,36,High,Tier 3,Supermarket Type1,4777.115
FD,7.07,Low Fat,0.094201018,snacks_breakfast_type,115.8834,16,not_mentioned,Tier 2,Supermarket Type1,1036.6506
NC,20.5,Low Fat,0.143506376,others,34.719,24,Medium,Tier 1,Supermarket Type1,768.999
FD,20.25,Regular,0.133347119,Dairy,193.0794,38,Small,Tier 1,Grocery Store,975.397
FD,18.0,Low Fat,0.124428516,Frozen Foods,119.9124,19,Small,Tier 2,Supermarket Type1,948.0992
FD,9.5,Regular,0.221856492,Frozen Foods,231.8668,25,not_mentioned,Tier 3,Grocery Store,230.3668
NC,15.0,Low Fat,0.071312064,others,125.7362,36,High,Tier 3,Supermarket Type1,3020.0688
FD,20.1,Regular,0.022425236,Fruits and Vegetables,226.3036,26,Small,Tier 1,Supermarket Type1,910.8144
FD,11.0,Regular,0.133352623,others,219.7798,24,Medium,Tier 1,Supermarket Type1,2644.5576
NC,18.7,Low Fat,0.046079558,others,151.5682,19,Small,Tier 2,Supermarket Type1,1982.0866
NC,8.42,Low Fat,0.0,others,64.2168,38,Medium,Tier 3,Supermarket Type3,1278.336
FD,15.15,Regular,0.066446521,Frozen Foods,147.976,14,Medium,Tier 3,Supermarket Type2,732.38
FD,14.1,Low Fat,0.066979957,snacks_breakfast_type,196.7084,24,Medium,Tier 1,Supermarket Type1,3174.5344
NC,8.42,Low Fat,0.187918654,others,65.4168,25,not_mentioned,Tier 3,Grocery Store,127.8336
FD,17.85,Low Fat,0.051924192,snacks_breakfast_type,121.0072,38,Medium,Tier 3,Supermarket Type3,2940.1728
FD,17.75,Low Fat,0.054806734,Fruits and Vegetables,145.1444,38,Medium,Tier 3,Supermarket Type3,3918.8988
NC,8.27,Low Fat,0.018813601,others,237.988,26,Small,Tier 1,Supermarket Type1,7190.64
FD,17.1,Low Fat,0.094910421,snacks_breakfast_type,84.5566,38,Small,Tier 1,Grocery Store,253.6698
FD,8.615,Low Fat,0.116722514,Fruits and Vegetables,95.4436,14,Medium,Tier 3,Supermarket Type2,567.2616
FD,7.79,Low Fat,0.244338986,Dairy,105.9306,38,Small,Tier 1,Grocery Store,209.0612
DR,9.8,Low Fat,0.013863257,Drinks,45.106,24,Medium,Tier 1,Supermarket Type1,1398.18
FD,15.15,Regular,0.021471456,snacks_breakfast_type,131.0284,38,Small,Tier 1,Grocery Store,131.8284
FD,12.65,Low Fat,0.0,Meat,109.1938,38,Medium,Tier 3,Supermarket Type3,2036.6822
FD,13.65,Regular,0.026067434,snacks_breakfast_type,78.8302,16,not_mentioned,Tier 2,Supermarket Type1,713.0718
FD,6.385,Regular,0.123710526,snacks_breakfast_type,37.1874,26,Small,Tier 1,Supermarket Type1,247.0118
FD,20.5,Low Fat,0.119547387,Baking Goods,108.9596,24,Medium,Tier 1,Supermarket Type1,539.298
FD,16.85,Regular,0.079690403,snacks_breakfast_type,113.4544,26,Small,Tier 1,Supermarket Type1,2908.2144
FD,7.785,Low Fat,0.088691614,Fruits and Vegetables,61.851,19,Small,Tier 2,Supermarket Type1,1454.773
FD,11.1,Low Fat,0.104784329,Fruits and Vegetables,150.4366,38,Small,Tier 1,Grocery Store,151.1366
FD,13.35,Low Fat,0.032024659,Meat,62.7194,38,Medium,Tier 3,Supermarket Type3,1857.582
NC,10.8,Low Fat,0.041950753,others,190.0214,21,not_mentioned,Tier 2,Supermarket Type1,2449.4782
FD,15.0,Regular,0.091018048,others,60.2904,25,not_mentioned,Tier 3,Grocery Store,117.1808
FD,5.175,Low Fat,0.037398953,others,84.2224,26,Small,Tier 1,Supermarket Type1,852.224
FD,11.6,Low Fat,0.017845372,others,179.0686,16,not_mentioned,Tier 2,Supermarket Type1,5688.5952
NC,6.775,Low Fat,0.105459307,others,84.625,21,not_mentioned,Tier 2,Supermarket Type1,2496.75
FD,9.31,Low Fat,0.038032068,Frozen Foods,61.351,21,not_mentioned,Tier 2,Supermarket Type1,822.263
DR,15.0,Low Fat,0.064504433,Drinks,47.306,16,not_mentioned,Tier 2,Supermarket Type1,652.484
FD,13.3,Low Fat,0.021306635,Baking Goods,119.8124,24,Medium,Tier 1,Supermarket Type1,1896.1984
FD,16.0,Regular,0.116063284,Fruits and Vegetables,59.1246,14,Medium,Tier 3,Supermarket Type2,753.0198
FD,19.75,Low Fat,0.059336763,snacks_breakfast_type,212.1902,38,Small,Tier 1,Grocery Store,424.7804
FD,6.48,Low Fat,0.034091649,snacks_breakfast_type,146.2076,16,not_mentioned,Tier 2,Supermarket Type1,2364.9216
FD,17.1,Regular,0.081955735,others,142.0838,38,Small,Tier 1,Grocery Store,280.9676
NC,18.35,Low Fat,0.088551694,others,191.5504,38,Medium,Tier 3,Supermarket Type3,5944.2624
FD,12.5,Low Fat,0.071230537,Starchy Foods,128.102,19,Small,Tier 2,Supermarket Type1,885.514
FD,8.39,Regular,0.024185517,Frozen Foods,115.7176,36,High,Tier 3,Supermarket Type1,1374.2112
FD,17.7,Regular,0.041163522,Fruits and Vegetables,80.8276,16,not_mentioned,Tier 2,Supermarket Type1,1868.2348
FD,12.5,Regular,0.0,Fruits and Vegetables,80.8592,25,not_mentioned,Tier 3,Grocery Store,82.5592
FD,7.42,Low Fat,0.0,snacks_breakfast_type,248.8092,38,Medium,Tier 3,Supermarket Type3,6474.2392
FD,15.6,Low Fat,0.087719692,snacks_breakfast_type,218.5798,26,Small,Tier 1,Supermarket Type1,4407.596
NC,10.65,Low Fat,0.048677482,others,166.1526,19,Small,Tier 2,Supermarket Type1,2466.789
NC,12.35,Low Fat,0.041907648,others,36.2216,14,Medium,Tier 3,Supermarket Type2,346.216
FD,6.035,Regular,0.065783783,Baking Goods,188.224,26,Small,Tier 1,Supermarket Type1,5779.144
FD,6.155,Regular,0.094807042,Meat,213.356,24,Medium,Tier 1,Supermarket Type1,3835.008
FD,16.75,Low Fat,0.128778474,snacks_breakfast_type,89.1856,36,High,Tier 3,Supermarket Type1,1581.9408
FD,16.75,Low Fat,0.060668416,Dairy,172.4106,21,not_mentioned,Tier 2,Supermarket Type1,2908.8802
NC,15.1,Low Fat,0.056067524,others,139.8496,14,Medium,Tier 3,Supermarket Type2,1270.3464
NC,21.25,Low Fat,0.114066204,others,233.03,14,Medium,Tier 3,Supermarket Type2,5592.72
FD,9.395,Regular,0.10039894,Baking Goods,89.6856,26,Small,Tier 1,Supermarket Type1,878.856
DR,17.6,Low Fat,0.097135675,Dairy,89.3856,36,High,Tier 3,Supermarket Type1,1318.284
NC,20.5,Low Fat,0.032610007,others,37.4822,38,Medium,Tier 3,Supermarket Type3,942.7728
FD,13.15,Regular,0.165616415,Fruits and Vegetables,172.6764,24,Medium,Tier 1,Supermarket Type1,2061.3168
FD,5.035,Regular,0.0,snacks_breakfast_type,228.2036,26,Small,Tier 1,Supermarket Type1,4781.7756
FD,20.6,Regular,0.030362777,Dairy,210.5244,38,Medium,Tier 3,Supermarket Type3,6775.1808
NC,14.5,Low Fat,0.03409886,others,162.621,38,Small,Tier 1,Grocery Store,815.605
NC,14.65,Low Fat,0.145951533,others,160.9552,38,Small,Tier 1,Grocery Store,162.4552
FD,5.48,Low Fat,0.015138834,Frozen Foods,81.925,21,not_mentioned,Tier 2,Supermarket Type1,3079.325
FD,19.35,Regular,0.031069993,snacks_breakfast_type,112.0544,25,not_mentioned,Tier 3,Grocery Store,223.7088
FD,9.195,Low Fat,0.115535487,Frozen Foods,59.5246,16,not_mentioned,Tier 2,Supermarket Type1,810.9444
FD,5.26,Regular,0.02454694,snacks_breakfast_type,95.7068,24,Medium,Tier 1,Supermarket Type1,1166.4816
FD,17.75,Regular,0.067175915,Baking Goods,187.124,38,Medium,Tier 3,Supermarket Type3,3728.48
NC,6.235,Low Fat,0.118674359,others,261.691,26,Small,Tier 1,Supermarket Type1,3155.892
FD,11.8,Regular,0.057421582,Meat,149.9366,26,Small,Tier 1,Supermarket Type1,1662.5026
FD,20.7,Regular,0.114022125,Dairy,92.9436,36,High,Tier 3,Supermarket Type1,2174.5028
NC,13.6,Low Fat,0.010033871,others,177.937,14,Medium,Tier 3,Supermarket Type2,2293.681
NC,5.82,Low Fat,0.080765853,others,169.179,24,Medium,Tier 1,Supermarket Type1,2037.348
FD,7.76,Low Fat,0.05930285,snacks_breakfast_type,98.77,36,High,Tier 3,Supermarket Type1,1697.79
DR,18.35,Low Fat,0.041753387,Drinks,187.6872,21,not_mentioned,Tier 2,Supermarket Type1,2836.308
FD,7.285,Low Fat,0.050065211,Dairy,157.4288,21,not_mentioned,Tier 2,Supermarket Type1,2042.6744
FD,15.1,Regular,0.096020459,Meat,133.7942,36,High,Tier 3,Supermarket Type1,2384.8956
FD,7.0,Low Fat,0.15202235,others,106.628,14,Medium,Tier 3,Supermarket Type2,639.168
FD,17.7,Low Fat,0.087383304,Dairy,180.4292,38,Medium,Tier 3,Supermarket Type3,4013.4424
NC,18.35,Low Fat,0.03066757,others,193.4162,16,not_mentioned,Tier 2,Supermarket Type1,2116.5782
FD,13.8,Regular,0.0,Fruits and Vegetables,74.3012,21,not_mentioned,Tier 2,Supermarket Type1,1669.8264
DR,18.35,Low Fat,0.03321399,Dairy,154.934,26,Small,Tier 1,Supermarket Type1,1225.072
DR,17.5,Low Fat,0.097429924,Drinks,172.8738,38,Medium,Tier 3,Supermarket Type3,3649.2498
FD,8.895,Regular,0.039120291,Baking Goods,206.8296,21,not_mentioned,Tier 2,Supermarket Type1,4154.592
NC,21.1,Low Fat,0.01055095,others,234.9958,38,Medium,Tier 3,Supermarket Type3,13086.9648
DR,15.5,Low Fat,0.053480419,Drinks,42.377,21,not_mentioned,Tier 2,Supermarket Type1,1211.756
FD,14.5,Regular,0.128520186,Baking Goods,101.4332,21,not_mentioned,Tier 2,Supermarket Type1,1948.1308
NC,9.3,Low Fat,0.044444956,others,245.2802,38,Medium,Tier 3,Supermarket Type3,10072.8882
DR,8.26,Low Fat,0.034544435,Drinks,116.0834,14,Medium,Tier 3,Supermarket Type2,1267.0174
NC,10.0,Low Fat,0.073678663,others,120.944,14,Medium,Tier 3,Supermarket Type2,2037.348
FD,9.0,Low Fat,0.079668739,others,79.6644,14,Medium,Tier 3,Supermarket Type2,1571.288
FD,5.655,Low Fat,0.085447928,Fruits and Vegetables,165.85,21,not_mentioned,Tier 2,Supermarket Type1,1830.95
NC,18.6,Low Fat,0.080434451,others,93.4436,36,High,Tier 3,Supermarket Type1,1701.7848
NC,15.0,Low Fat,0.044978225,others,140.8838,24,Medium,Tier 1,Supermarket Type1,2247.7408
NC,20.5,Low Fat,0.023190134,others,153.434,21,not_mentioned,Tier 2,Supermarket Type1,3981.484
FD,8.785,Low Fat,0.025967624,Fruits and Vegetables,119.9414,26,Small,Tier 1,Supermarket Type1,1462.0968
FD,8.77,Regular,0.046962004,Fruits and Vegetables,173.8422,14,Medium,Tier 3,Supermarket Type2,3448.844
NC,18.75,Low Fat,0.05233528,others,108.128,16,not_mentioned,Tier 2,Supermarket Type1,1065.28
FD,19.85,Low Fat,0.17635245,Fruits and Vegetables,220.8772,21,not_mentioned,Tier 2,Supermarket Type1,4225.1668
FD,17.5,Low Fat,0.013692598,Frozen Foods,259.7304,14,Medium,Tier 3,Supermarket Type2,3616.6256
NC,14.6,Low Fat,0.0,others,242.3538,19,Small,Tier 2,Supermarket Type1,5287.7836
FD,11.8,Regular,0.093655728,snacks_breakfast_type,127.1704,26,Small,Tier 1,Supermarket Type1,3004.0896
FD,11.65,Regular,0.018275816,Meat,110.8544,25,not_mentioned,Tier 3,Grocery Store,111.8544
FD,13.65,Regular,0.184167712,others,213.7902,26,Small,Tier 1,Supermarket Type1,1274.3412
FD,16.1,Regular,0.158954903,Frozen Foods,34.9558,38,Medium,Tier 3,Supermarket Type3,1120.5414
FD,16.6,Low Fat,0.050392993,others,118.4124,21,not_mentioned,Tier 2,Supermarket Type1,3199.8348
FD,18.0,Low Fat,0.008558144,Baking Goods,79.0618,21,not_mentioned,Tier 2,Supermarket Type1,1208.427
FD,7.17,Regular,0.059820884,Fruits and Vegetables,130.3968,24,Medium,Tier 1,Supermarket Type1,3523.4136
FD,10.3,Low Fat,0.070149088,Dairy,264.5226,24,Medium,Tier 1,Supermarket Type1,3436.1938
FD,5.78,Low Fat,0.095919472,snacks_breakfast_type,162.6552,38,Medium,Tier 3,Supermarket Type3,5685.932
FD,12.85,Low Fat,0.058092551,snacks_breakfast_type,172.0422,38,Small,Tier 1,Grocery Store,517.3266
FD,11.5,Low Fat,0.286357776,snacks_breakfast_type,123.9704,25,not_mentioned,Tier 3,Grocery Store,375.5112
FD,7.855,Regular,0.161798604,Baking Goods,37.2848,24,Medium,Tier 1,Supermarket Type1,745.696
