Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Age,Outlet_Size,Outlet_Location_Type,Outlet_Type
FD,13.5,Regular,0.067815921,Dairy,58.0562,36,High,Tier 3,Supermarket Type1
FD,7.35,Low Fat,0.028756673,Fruits and Vegetables,40.5454,16,,Tier 2,Supermarket Type1
FD,8.68,Low Fat,0.008849431,Frozen Foods,99.9384,24,Medium,Tier 1,Supermarket Type1
FD,20.85,Low Fat,0.202948268,snacks_breakfast_type,197.4452,25,,Tier 3,Grocery Store
NC,7.11,Low Fat,0.078454358,others,58.3562,38,Small,Tier 1,Grocery Store
DR,15.85,Low Fat,0.107816091,Drinks,56.8904,21,,Tier 2,Supermarket Type1
FD,12.65,Low Fat,0.035465802,Baking Goods,229.601,24,Medium,Tier 1,Supermarket Type1
FD,19.35,Regular,0.049635605,Fruits and Vegetables,76.5644,26,Small,Tier 1,Supermarket Type1
FD,20.7,Regular,0.114348523,Dairy,95.0436,21,,Tier 2,Supermarket Type1
FD,14.0,Regular,0.042195096,snacks_breakfast_type,51.564,16,,Tier 2,Supermarket Type1
NC,17.1,Low Fat,0.117578079,others,113.886,38,Small,Tier 1,Grocery Store
FD,15.6,Low Fat,0.045240103,Dairy,241.7854,16,,Tier 2,Supermarket Type1
FD,17.25,Low Fat,0.072839052,others,79.7986,26,Small,Tier 1,Supermarket Type1
FD,20.7,Regular,0.120932251,Frozen Foods,117.0466,38,Medium,Tier 3,Supermarket Type3
FD,20.6,Low Fat,0.023433422,Fruits and Vegetables,94.5778,36,High,Tier 3,Supermarket Type1
FD,16.0,Low Fat,0.077168705,Fruits and Vegetables,46.5086,14,Medium,Tier 3,Supermarket Type2
FD,10.3,Low Fat,0.079064574,Baking Goods,178.237,14,Medium,Tier 3,Supermarket Type2
FD,9.1,Regular,0.008079833,Frozen Foods,81.7618,16,,Tier 2,Supermarket Type1
FD,4.805,Regular,0.037758036,Dairy,124.5704,24,Medium,Tier 1,Supermarket Type1
FD,14.65,Low Fat,0.171654513,Fruits and Vegetables,48.4692,24,Medium,Tier 1,Supermarket Type1
FD,13.8,Regular,0.014733108,others,89.4172,26,Small,Tier 1,Supermarket Type1
NC,8.695,Low Fat,0.0,others,96.0094,25,,Tier 3,Grocery Store
DR,20.25,Low Fat,0.060802383,Dairy,219.7482,25,,Tier 3,Grocery Store
FD,12.6,Regular,0.022004053,Fruits and Vegetables,248.6092,24,Medium,Tier 1,Supermarket Type1
DR,12.1,Low Fat,0.052143322,Drinks,144.5444,38,Small,Tier 1,Grocery Store
NC,18.0,Low Fat,0.019416374,others,129.5994,24,Medium,Tier 1,Supermarket Type1
FD,8.1,Regular,0.134298156,others,40.448,19,Small,Tier 2,Supermarket Type1
FD,5.735,Low Fat,0.057193256,Fruits and Vegetables,174.437,14,Medium,Tier 3,Supermarket Type2
NC,19.35,Low Fat,0.0,others,62.6168,19,Small,Tier 2,Supermarket Type1
NC,16.2,Low Fat,0.175151361,others,182.1608,19,Small,Tier 2,Supermarket Type1
FD,19.35,Low Fat,0.033155576,Meat,173.9738,21,,Tier 2,Supermarket Type1
FD,18.0,Low Fat,0.125156,Frozen Foods,119.8124,16,,Tier 2,Supermarket Type1
FD,6.63,Regular,0.010956306,snacks_breakfast_type,56.9588,24,Medium,Tier 1,Supermarket Type1
FD,16.0,Regular,0.166159652,Frozen Foods,87.5856,25,,Tier 3,Grocery Store
FD,8.895,Regular,0.137924102,Frozen Foods,161.9236,21,,Tier 2,Supermarket Type1
FD,7.71,Regular,0.111469959,snacks_breakfast_type,56.0956,25,,Tier 3,Grocery Store
FD,16.5,Regular,0.09405464,Baking Goods,98.3068,21,,Tier 2,Supermarket Type1
FD,18.2,Low Fat,0.16240296,Fruits and Vegetables,34.819,16,,Tier 2,Supermarket Type1
FD,9.695,Regular,0.030461721,snacks_breakfast_type,220.0114,16,,Tier 2,Supermarket Type1
DR,15.75,Low Fat,0.235341126,Drinks,252.1382,25,,Tier 3,Grocery Store
DR,5.78,Low Fat,0.024362196,Drinks,145.8102,25,,Tier 3,Grocery Store
FD,16.1,Low Fat,0.065170902,Dairy,146.176,19,Small,Tier 2,Supermarket Type1
FD,19.5,Regular,0.030668818,others,87.954,36,High,Tier 3,Supermarket Type1
FD,5.695,Low Fat,0.065722924,Frozen Foods,256.9646,21,,Tier 2,Supermarket Type1
FD,7.59,Regular,0.14504086,Fruits and Vegetables,173.608,26,Small,Tier 1,Supermarket Type1
NC,20.35,Low Fat,0.039347842,others,125.2678,21,,Tier 2,Supermarket Type1
FD,13.3,Low Fat,0.079968115,Dairy,234.43,21,,Tier 2,Supermarket Type1
NC,18.75,Low Fat,0.051997608,others,108.328,36,High,Tier 3,Supermarket Type1
NC,20.1,Low Fat,0.014968132,others,140.8154,21,,Tier 2,Supermarket Type1
FD,19.85,Low Fat,0.044281997,Dairy,85.8856,38,Medium,Tier 3,Supermarket Type3
NC,14.65,Low Fat,0.083830905,others,161.4552,16,,Tier 2,Supermarket Type1
FD,11.6,Low Fat,0.038486905,Dairy,55.4272,36,High,Tier 3,Supermarket Type1
DR,17.85,Low Fat,0.024821278,Drinks,153.4998,26,Small,Tier 1,Supermarket Type1
FD,12.3,Low Fat,0.009402696,Baking Goods,74.138,36,High,Tier 3,Supermarket Type1
FD,8.895,Low Fat,0.0,snacks_breakfast_type,176.637,19,Small,Tier 2,Supermarket Type1
DR,18.7,Low Fat,0.01459303,Drinks,52.7324,26,Small,Tier 1,Supermarket Type1
FD,7.35,Low Fat,0.0,Fruits and Vegetables,43.8454,26,Small,Tier 1,Supermarket Type1
NC,14.75,Low Fat,0.032941482,others,238.8906,24,Medium,Tier 1,Supermarket Type1
FD,7.56,Low Fat,0.0,Frozen Foods,156.563,25,,Tier 3,Grocery Store
NC,18.75,Low Fat,0.010386567,others,206.9954,21,,Tier 2,Supermarket Type1
FD,7.71,Regular,0.047579697,Dairy,120.3756,19,Small,Tier 2,Supermarket Type1
FD,10.195,Regular,0.017631222,Starchy Foods,240.6538,26,Small,Tier 1,Supermarket Type1
FD,11.1,Low Fat,0.010684957,others,85.7908,14,Medium,Tier 3,Supermarket Type2
FD,6.36,Low Fat,0.201765292,Fruits and Vegetables,46.606,25,,Tier 3,Grocery Store
DR,10.8,Low Fat,0.061350284,Drinks,153.3024,14,Medium,Tier 3,Supermarket Type2
FD,14.85,Low Fat,0.098402239,Fruits and Vegetables,168.1474,26,Small,Tier 1,Supermarket Type1
NC,15.7,Low Fat,0.056306994,others,153.2024,16,,Tier 2,Supermarket Type1
NC,18.85,Low Fat,0.0,others,132.5626,21,,Tier 2,Supermarket Type1
FD,9.2,Regular,0.046892427,Frozen Foods,53.2666,38,Medium,Tier 3,Supermarket Type3
DR,16.75,Regular,0.024954731,Drinks,38.3822,14,Medium,Tier 3,Supermarket Type2
FD,6.135,Regular,0.079261353,Baking Goods,152.8366,36,High,Tier 3,Supermarket Type1
FD,14.15,Low Fat,0.035325003,others,254.1014,24,Medium,Tier 1,Supermarket Type1
NC,7.27,Low Fat,0.077930971,others,97.3384,25,,Tier 3,Grocery Store
FD,13.85,Regular,0.056318568,snacks_breakfast_type,234.03,26,Small,Tier 1,Supermarket Type1
FD,17.85,Low Fat,0.046898544,Meat,152.8682,16,,Tier 2,Supermarket Type1
FD,16.0,Low Fat,0.061095899,Starchy Foods,223.4404,14,Medium,Tier 3,Supermarket Type2
FD,8.12,Regular,0.056306024,others,156.1972,38,Small,Tier 1,Grocery Store
FD,17.6,Low Fat,0.085911519,snacks_breakfast_type,114.5176,38,Small,Tier 1,Grocery Store
FD,13.6,Regular,0.049666358,Frozen Foods,110.7912,24,Medium,Tier 1,Supermarket Type1
NC,15.1,Low Fat,0.059324821,others,237.2248,26,Small,Tier 1,Supermarket Type1
NC,15.25,Low Fat,0.061133888,others,129.0968,36,High,Tier 3,Supermarket Type1
DR,6.28,Low Fat,0.027817961,Drinks,85.8198,14,Medium,Tier 3,Supermarket Type2
FD,7.855,Regular,0.074070351,Dairy,217.2482,21,,Tier 2,Supermarket Type1
NC,8.97,Low Fat,0.155687405,others,52.8956,25,,Tier 3,Grocery Store
FD,19.35,Regular,0.049626219,Fruits and Vegetables,80.2644,19,Small,Tier 2,Supermarket Type1
DR,16.75,Low Fat,0.021121347,Drinks,53.0298,38,Medium,Tier 3,Supermarket Type3
FD,11.8,Low Fat,0.0,Fruits and Vegetables,45.5402,26,Small,Tier 1,Supermarket Type1
FD,14.5,Regular,0.059067021,Fruits and Vegetables,170.9448,14,Medium,Tier 3,Supermarket Type2
FD,16.85,Regular,0.079675335,snacks_breakfast_type,110.1544,19,Small,Tier 2,Supermarket Type1
FD,7.79,Low Fat,0.0,Dairy,103.6306,38,Medium,Tier 3,Supermarket Type3
FD,7.605,Low Fat,0.129241042,Fruits and Vegetables,165.021,26,Small,Tier 1,Supermarket Type1
FD,11.15,Low Fat,0.0,Dairy,47.2744,25,,Tier 3,Grocery Store
FD,12.35,Low Fat,0.093676604,snacks_breakfast_type,119.4124,14,Medium,Tier 3,Supermarket Type2
FD,11.0,Regular,0.133687996,others,222.0798,14,Medium,Tier 3,Supermarket Type2
NC,18.75,Low Fat,0.010424177,others,208.0954,16,,Tier 2,Supermarket Type1
FD,17.25,Low Fat,0.106523384,Frozen Foods,38.1822,38,Medium,Tier 3,Supermarket Type3
NC,18.85,Low Fat,0.052160388,others,190.4846,21,,Tier 2,Supermarket Type1
FD,5.785,Regular,0.038835464,Fruits and Vegetables,263.1252,21,,Tier 2,Supermarket Type1
NC,20.25,Low Fat,0.014303066,others,147.6418,16,,Tier 2,Supermarket Type1
FD,13.35,Low Fat,0.038526684,snacks_breakfast_type,238.3564,26,Small,Tier 1,Supermarket Type1
FD,17.75,Regular,0.157718931,Dairy,240.2538,16,,Tier 2,Supermarket Type1
DR,14.6,Low Fat,0.150539043,Drinks,49.2692,19,Small,Tier 2,Supermarket Type1
FD,7.5,Low Fat,0.050505213,others,123.7072,38,Medium,Tier 3,Supermarket Type3
FD,19.35,Low Fat,0.026160105,Fruits and Vegetables,168.3474,36,High,Tier 3,Supermarket Type1
FD,19.75,Low Fat,0.033861654,snacks_breakfast_type,213.2902,36,High,Tier 3,Supermarket Type1
FD,10.0,Low Fat,0.067733845,Fruits and Vegetables,243.3144,38,Small,Tier 1,Grocery Store
NC,16.25,Low Fat,0.039146163,others,114.3176,26,Small,Tier 1,Supermarket Type1
NC,8.275,Low Fat,0.110513428,others,104.4306,21,,Tier 2,Supermarket Type1
NC,12.3,Low Fat,0.076554385,others,245.746,26,Small,Tier 1,Supermarket Type1
FD,20.7,Regular,0.121419594,Frozen Foods,117.5466,36,High,Tier 3,Supermarket Type1
NC,13.85,Low Fat,0.031332632,others,40.548,19,Small,Tier 2,Supermarket Type1
DR,9.5,Low Fat,0.084679095,Drinks,190.6872,38,Medium,Tier 3,Supermarket Type3
DR,11.8,Low Fat,0.054109186,Drinks,74.7012,36,High,Tier 3,Supermarket Type1
FD,15.35,Regular,0.09224886,Meat,147.6734,25,,Tier 3,Grocery Store
NC,7.725,Low Fat,0.029066785,others,121.0414,19,Small,Tier 2,Supermarket Type1
NC,20.35,Low Fat,0.037339898,others,75.2328,38,Small,Tier 1,Grocery Store
FD,11.8,Regular,0.169458887,others,116.2834,38,Medium,Tier 3,Supermarket Type3
FD,14.3,Regular,0.049666763,Meat,212.9586,19,Small,Tier 2,Supermarket Type1
FD,20.5,Regular,0.019106758,Frozen Foods,82.6592,38,Medium,Tier 3,Supermarket Type3
FD,18.85,Low Fat,0.039636104,snacks_breakfast_type,41.648,19,Small,Tier 2,Supermarket Type1
NC,19.6,Low Fat,0.040089313,others,106.7964,25,,Tier 3,Grocery Store
FD,19.2,Regular,0.093840193,Frozen Foods,188.0214,36,High,Tier 3,Supermarket Type1
FD,7.09,Low Fat,0.012076957,Baking Goods,48.6034,25,,Tier 3,Grocery Store
FD,6.715,Regular,0.122081667,Baking Goods,43.8454,14,Medium,Tier 3,Supermarket Type2
NC,10.3,Low Fat,0.116910445,others,154.563,19,Small,Tier 2,Supermarket Type1
FD,8.18,Regular,0.144274551,Frozen Foods,55.2588,38,Small,Tier 1,Grocery Store
FD,18.2,Low Fat,0.049419707,Fruits and Vegetables,148.2734,21,,Tier 2,Supermarket Type1
FD,12.35,Low Fat,0.093296553,snacks_breakfast_type,120.0124,26,Small,Tier 1,Supermarket Type1
FD,8.84,Regular,0.076717379,Frozen Foods,109.7228,21,,Tier 2,Supermarket Type1
FD,6.76,Regular,0.048511068,Fruits and Vegetables,77.996,25,,Tier 3,Grocery Store
FD,20.2,Low Fat,0.112693192,snacks_breakfast_type,256.2646,38,Small,Tier 1,Grocery Store
FD,20.85,Low Fat,0.037615546,Frozen Foods,192.4478,16,,Tier 2,Supermarket Type1
FD,18.7,Low Fat,0.026409147,Baking Goods,126.102,14,Medium,Tier 3,Supermarket Type2
FD,16.7,Regular,0.061744052,snacks_breakfast_type,59.2562,38,Medium,Tier 3,Supermarket Type3
FD,10.5,Regular,0.048304782,Dairy,47.8376,21,,Tier 2,Supermarket Type1
NC,5.11,Low Fat,0.034705807,others,163.721,38,Medium,Tier 3,Supermarket Type3
NC,11.3,Low Fat,0.0,others,192.8478,24,Medium,Tier 1,Supermarket Type1
FD,9.895,Regular,0.0,Frozen Foods,261.8278,19,Small,Tier 2,Supermarket Type1
NC,16.6,Low Fat,0.016132205,others,108.2596,38,Medium,Tier 3,Supermarket Type3
FD,16.25,Low Fat,0.025882559,Fruits and Vegetables,168.7474,16,,Tier 2,Supermarket Type1
FD,6.89,Regular,0.136402598,snacks_breakfast_type,191.882,19,Small,Tier 2,Supermarket Type1
FD,10.1,Regular,0.045683383,snacks_breakfast_type,38.2848,19,Small,Tier 2,Supermarket Type1
FD,17.6,Regular,0.047353168,snacks_breakfast_type,117.2782,21,,Tier 2,Supermarket Type1
FD,11.1,Regular,0.053858987,Fruits and Vegetables,166.0526,24,Medium,Tier 1,Supermarket Type1
NC,6.26,Low Fat,0.031549979,others,109.8228,14,Medium,Tier 3,Supermarket Type2
FD,18.7,Low Fat,0.089255373,snacks_breakfast_type,253.9672,19,Small,Tier 2,Supermarket Type1
FD,8.895,Regular,0.039041114,Baking Goods,206.5296,26,Small,Tier 1,Supermarket Type1
FD,6.115,Regular,0.011396037,Frozen Foods,89.0488,21,,Tier 2,Supermarket Type1
NC,8.88,Low Fat,0.098540307,others,211.127,36,High,Tier 3,Supermarket Type1
FD,19.7,Low Fat,0.130411797,Baking Goods,180.566,25,,Tier 3,Grocery Store
FD,14.15,Low Fat,0.03509937,others,255.6014,38,Medium,Tier 3,Supermarket Type3
FD,20.7,Low Fat,0.284224541,others,186.1266,25,,Tier 3,Grocery Store
FD,6.695,Low Fat,0.033913749,Frozen Foods,220.3456,36,High,Tier 3,Supermarket Type1
NC,8.6,Low Fat,0.121539272,others,92.4146,38,Small,Tier 1,Grocery Store
FD,19.0,Low Fat,0.224269298,snacks_breakfast_type,104.4622,38,Small,Tier 1,Grocery Store
FD,14.0,Regular,0.06052101,Frozen Foods,152.9656,24,Medium,Tier 1,Supermarket Type1
FD,10.195,Low Fat,0.0,snacks_breakfast_type,119.744,25,,Tier 3,Grocery Store
FD,12.5,Low Fat,0.112131275,others,118.244,36,High,Tier 3,Supermarket Type1
FD,15.0,Low Fat,0.04656414,snacks_breakfast_type,121.0414,14,Medium,Tier 3,Supermarket Type2
NC,15.0,Low Fat,0.045091342,others,139.4838,14,Medium,Tier 3,Supermarket Type2
FD,20.75,Low Fat,0.089624277,snacks_breakfast_type,193.9478,14,Medium,Tier 3,Supermarket Type2
FD,17.7,Low Fat,0.011613156,Frozen Foods,95.041,26,Small,Tier 1,Supermarket Type1
DR,6.28,Low Fat,0.046372661,Drinks,88.5198,25,,Tier 3,Grocery Store
FD,10.85,Low Fat,0.16145695,snacks_breakfast_type,104.4622,38,Medium,Tier 3,Supermarket Type3
NC,8.76,Low Fat,0.050052711,others,128.4336,26,Small,Tier 1,Supermarket Type1
FD,15.15,Low Fat,0.0,Baking Goods,149.3708,24,Medium,Tier 1,Supermarket Type1
FD,16.75,Regular,0.008583918,Meat,72.1038,21,,Tier 2,Supermarket Type1
NC,9.1,Low Fat,0.080226072,others,45.7718,36,High,Tier 3,Supermarket Type1
FD,19.5,Regular,0.030545722,others,85.454,38,Medium,Tier 3,Supermarket Type3
FD,12.8,Low Fat,0.022944688,Fruits and Vegetables,115.0492,26,Small,Tier 1,Supermarket Type1
FD,9.0,Low Fat,0.138923761,others,78.4644,38,Small,Tier 1,Grocery Store
FD,18.7,Low Fat,0.057258817,Dairy,85.3566,38,Medium,Tier 3,Supermarket Type3
FD,8.975,Regular,0.009077217,others,102.099,21,,Tier 2,Supermarket Type1
FD,15.6,Low Fat,0.116891138,Frozen Foods,75.767,19,Small,Tier 2,Supermarket Type1
DR,17.25,Low Fat,0.062241994,Drinks,162.7526,25,,Tier 3,Grocery Store
NC,10.5,Low Fat,0.011333911,others,236.8248,14,Medium,Tier 3,Supermarket Type2
NC,9.395,Low Fat,0.040042881,others,84.9908,21,,Tier 2,Supermarket Type1
NC,18.85,Low Fat,0.016173165,others,131.1626,14,Medium,Tier 3,Supermarket Type2
DR,7.02,Low Fat,0.0,Dairy,82.325,19,Small,Tier 2,Supermarket Type1
FD,7.655,Low Fat,0.032074998,others,114.5492,14,Medium,Tier 3,Supermarket Type2
FD,16.7,Regular,0.106583703,Baking Goods,96.7384,38,Small,Tier 1,Grocery Store
NC,20.25,Low Fat,0.148536185,others,235.9616,14,Medium,Tier 3,Supermarket Type2
FD,13.35,Low Fat,0.032153714,Meat,62.6194,36,High,Tier 3,Supermarket Type1
NC,9.6,Low Fat,0.029643872,others,43.2086,26,Small,Tier 1,Supermarket Type1
FD,15.7,Low Fat,0.122493968,others,133.9942,26,Small,Tier 1,Supermarket Type1
FD,17.5,Low Fat,0.0,Meat,140.418,26,Small,Tier 1,Supermarket Type1
NC,6.86,Low Fat,0.036506915,others,228.201,36,High,Tier 3,Supermarket Type1
FD,16.75,Low Fat,0.029739652,snacks_breakfast_type,37.7822,26,Small,Tier 1,Supermarket Type1
FD,13.1,Regular,0.09870238,Frozen Foods,195.2768,36,High,Tier 3,Supermarket Type1
FD,15.35,Regular,0.113123006,Fruits and Vegetables,191.9504,36,High,Tier 3,Supermarket Type1
DR,18.35,Low Fat,0.041733666,Drinks,190.1872,24,Medium,Tier 1,Supermarket Type1
FD,11.15,Regular,0.0,Dairy,151.2708,19,Small,Tier 2,Supermarket Type1
DR,6.96,Low Fat,0.129206196,Drinks,89.5146,25,,Tier 3,Grocery Store
FD,17.75,Low Fat,0.055384948,Fruits and Vegetables,145.7444,16,,Tier 2,Supermarket Type1
FD,17.7,Regular,0.040931994,Fruits and Vegetables,81.6276,26,Small,Tier 1,Supermarket Type1
FD,5.405,Regular,0.05370465,others,201.0742,24,Medium,Tier 1,Supermarket Type1
FD,9.39,Regular,0.299530629,Fruits and Vegetables,139.9838,38,Small,Tier 1,Grocery Store
FD,9.5,Regular,0.0,snacks_breakfast_type,184.9608,21,,Tier 2,Supermarket Type1
DR,7.85,Low Fat,0.162191037,Drinks,144.7444,38,Medium,Tier 3,Supermarket Type3
NC,11.5,Low Fat,0.021063528,others,134.4942,14,Medium,Tier 3,Supermarket Type2
FD,7.605,Low Fat,0.129216604,Fruits and Vegetables,162.921,19,Small,Tier 2,Supermarket Type1
NC,12.1,Low Fat,0.015465765,others,165.0526,21,,Tier 2,Supermarket Type1
NC,5.825,Low Fat,0.091627467,others,161.6894,24,Medium,Tier 1,Supermarket Type1
NC,8.275,Low Fat,0.110289757,others,102.8306,26,Small,Tier 1,Supermarket Type1
NC,18.35,Low Fat,0.15579704,others,191.3504,38,Small,Tier 1,Grocery Store
FD,7.55,Low Fat,0.027280495,others,151.234,14,Medium,Tier 3,Supermarket Type2
FD,8.02,Low Fat,0.112071014,snacks_breakfast_type,154.9998,16,,Tier 2,Supermarket Type1
NC,13.5,Low Fat,0.072782102,others,159.492,24,Medium,Tier 1,Supermarket Type1
FD,18.6,Regular,0.171444454,Meat,49.5376,19,Small,Tier 2,Supermarket Type1
FD,9.29,Regular,0.020904887,snacks_breakfast_type,158.9578,38,Medium,Tier 3,Supermarket Type3
NC,7.685,Low Fat,0.02547263,others,144.576,19,Small,Tier 2,Supermarket Type1
FD,7.42,Regular,0.021555692,others,186.0582,36,High,Tier 3,Supermarket Type1
FD,14.1,Low Fat,0.125976163,Fruits and Vegetables,86.5198,24,Medium,Tier 1,Supermarket Type1
FD,19.7,Regular,0.080721764,Baking Goods,195.611,19,Small,Tier 2,Supermarket Type1
FD,14.1,Low Fat,0.113728834,Baking Goods,53.7956,14,Medium,Tier 3,Supermarket Type2
FD,16.6,Low Fat,0.0,others,120.3124,16,,Tier 2,Supermarket Type1
FD,15.2,Low Fat,0.08441738,Meat,258.233,16,,Tier 2,Supermarket Type1
FD,6.62,Low Fat,0.092933158,Dairy,197.6426,38,Medium,Tier 3,Supermarket Type3
DR,8.67,Low Fat,0.065569288,Drinks,144.6128,21,,Tier 2,Supermarket Type1
NC,20.2,Low Fat,0.112778767,others,123.5046,14,Medium,Tier 3,Supermarket Type2
FD,10.3,Regular,0.050148322,others,79.396,24,Medium,Tier 1,Supermarket Type1
FD,6.635,Regular,0.046183676,Frozen Foods,37.0506,21,,Tier 2,Supermarket Type1
NC,20.25,Low Fat,0.147217192,others,234.1616,38,Medium,Tier 3,Supermarket Type3
NC,17.0,Low Fat,0.05219943,others,123.673,19,Small,Tier 2,Supermarket Type1
FD,9.695,Regular,0.03026518,snacks_breakfast_type,223.4114,36,High,Tier 3,Supermarket Type1
FD,15.7,Regular,0.114469755,others,112.1202,36,High,Tier 3,Supermarket Type1
FD,16.35,Low Fat,0.032604886,Meat,165.0842,21,,Tier 2,Supermarket Type1
FD,9.195,Regular,0.051616858,Baking Goods,79.6644,26,Small,Tier 1,Supermarket Type1
NC,7.39,Low Fat,0.118673527,others,141.2812,38,Small,Tier 1,Grocery Store
FD,15.35,Low Fat,0.0,snacks_breakfast_type,89.383,21,,Tier 2,Supermarket Type1
FD,10.1,Regular,0.045784687,snacks_breakfast_type,35.7848,21,,Tier 2,Supermarket Type1
FD,14.15,Low Fat,0.05903503,others,256.4014,25,,Tier 3,Grocery Store
FD,8.71,Regular,0.045977618,Dairy,46.7744,19,Small,Tier 2,Supermarket Type1
FD,17.85,Regular,0.020946828,Meat,261.3936,26,Small,Tier 1,Supermarket Type1
FD,18.0,Regular,0.142661865,Fruits and Vegetables,87.3514,19,Small,Tier 2,Supermarket Type1
FD,19.35,Low Fat,0.118286387,snacks_breakfast_type,223.7088,24,Medium,Tier 1,Supermarket Type1
DR,9.6,Low Fat,0.0,Drinks,166.0158,38,Medium,Tier 3,Supermarket Type3
DR,5.73,Low Fat,0.051882003,Drinks,188.1898,24,Medium,Tier 1,Supermarket Type1
FD,10.1,Low Fat,0.056206622,others,51.3008,38,Small,Tier 1,Grocery Store
NC,14.15,Low Fat,0.008751398,others,196.111,38,Medium,Tier 3,Supermarket Type3
FD,11.65,Low Fat,0.033996111,others,114.786,14,Medium,Tier 3,Supermarket Type2
FD,8.1,Regular,0.019799238,others,86.5198,24,Medium,Tier 1,Supermarket Type1
FD,17.0,Low Fat,0.055659189,Dairy,223.7114,14,Medium,Tier 3,Supermarket Type2
NC,16.35,Low Fat,0.090931104,others,195.711,14,Medium,Tier 3,Supermarket Type2
NC,18.6,Low Fat,0.080486221,others,94.5436,19,Small,Tier 2,Supermarket Type1
FD,9.8,Low Fat,0.106717322,Fruits and Vegetables,178.337,26,Small,Tier 1,Supermarket Type1
DR,11.85,Low Fat,0.133421019,Dairy,96.0726,16,,Tier 2,Supermarket Type1
FD,15.1,Low Fat,0.095078893,Baking Goods,159.6604,36,High,Tier 3,Supermarket Type1
FD,5.46,Regular,0.032150627,others,185.124,36,High,Tier 3,Supermarket Type1
FD,16.2,Low Fat,0.063286094,others,100.37,14,Medium,Tier 3,Supermarket Type2
FD,11.35,Regular,0.043158104,Fruits and Vegetables,197.6742,26,Small,Tier 1,Supermarket Type1
FD,17.7,Low Fat,0.088166215,Dairy,183.8292,14,Medium,Tier 3,Supermarket Type2
DR,13.15,Low Fat,0.098799937,Drinks,142.2812,38,Small,Tier 1,Grocery Store
FD,19.5,Regular,0.030867981,others,86.454,16,,Tier 2,Supermarket Type1
FD,11.65,Low Fat,0.039918581,snacks_breakfast_type,228.7694,26,Small,Tier 1,Supermarket Type1
FD,9.8,Regular,0.015120568,Meat,248.6408,21,,Tier 2,Supermarket Type1
NC,11.3,Low Fat,0.0,others,192.2478,25,,Tier 3,Grocery Store
FD,20.5,Regular,0.019238671,Frozen Foods,82.7592,21,,Tier 2,Supermarket Type1
FD,12.15,Low Fat,0.038050764,Meat,65.9826,14,Medium,Tier 3,Supermarket Type2
NC,19.0,Low Fat,0.027041096,others,129.1336,21,,Tier 2,Supermarket Type1
FD,6.465,Low Fat,0.124699691,others,266.0884,24,Medium,Tier 1,Supermarket Type1
FD,18.6,Low Fat,0.039287423,Frozen Foods,246.8802,19,Small,Tier 2,Supermarket Type1
FD,14.85,Regular,0.053792758,Baking Goods,121.0072,36,High,Tier 3,Supermarket Type1
DR,15.75,Low Fat,0.141176075,Drinks,253.8382,14,Medium,Tier 3,Supermarket Type2
FD,7.47,Regular,0.0,Frozen Foods,214.8218,25,,Tier 3,Grocery Store
FD,12.5,Regular,0.081737302,Fruits and Vegetables,90.9488,19,Small,Tier 2,Supermarket Type1
NC,17.1,Low Fat,0.067533904,others,111.486,16,,Tier 2,Supermarket Type1
NC,7.57,Low Fat,0.09566912,others,56.793,38,Small,Tier 1,Grocery Store
NC,19.6,Low Fat,0.0,others,149.8024,36,High,Tier 3,Supermarket Type1
NC,17.0,Low Fat,0.22103705,others,124.8362,38,Small,Tier 1,Grocery Store
FD,11.85,Regular,0.0,Fruits and Vegetables,165.6526,19,Small,Tier 2,Supermarket Type1
FD,17.85,Regular,0.020845392,Meat,260.5936,38,Medium,Tier 3,Supermarket Type3
FD,9.6,Low Fat,0.084953662,Baking Goods,107.028,26,Small,Tier 1,Supermarket Type1
FD,5.305,Regular,0.047294706,Meat,182.1608,16,,Tier 2,Supermarket Type1
NC,16.2,Low Fat,0.175539766,others,183.6608,21,,Tier 2,Supermarket Type1
FD,17.5,Regular,0.007539885,Dairy,145.7102,26,Small,Tier 1,Supermarket Type1
FD,7.27,Regular,0.020813453,others,89.6488,24,Medium,Tier 1,Supermarket Type1
FD,6.71,Regular,0.029417303,Baking Goods,64.1142,38,Medium,Tier 3,Supermarket Type3
FD,7.24,Low Fat,0.10178199,snacks_breakfast_type,113.6834,38,Small,Tier 1,Grocery Store
FD,18.6,Low Fat,0.039262153,Frozen Foods,247.2802,36,High,Tier 3,Supermarket Type1
NC,6.675,Low Fat,0.021754595,others,34.1874,14,Medium,Tier 3,Supermarket Type2
FD,15.6,Low Fat,0.025078117,snacks_breakfast_type,176.7054,38,Medium,Tier 3,Supermarket Type3
FD,5.305,Regular,0.047124068,Meat,182.0608,21,,Tier 2,Supermarket Type1
NC,5.485,Low Fat,0.04281828,others,163.9842,24,Medium,Tier 1,Supermarket Type1
NC,15.7,Low Fat,0.056077341,others,152.1024,24,Medium,Tier 1,Supermarket Type1
FD,17.75,Low Fat,0.073410642,others,35.9216,26,Small,Tier 1,Supermarket Type1
FD,13.85,Regular,0.025874934,Frozen Foods,163.421,36,High,Tier 3,Supermarket Type1
FD,7.72,Regular,0.088291127,Fruits and Vegetables,118.7466,36,High,Tier 3,Supermarket Type1
FD,7.26,Low Fat,0.0,Meat,114.515,24,Medium,Tier 1,Supermarket Type1
